NUM;NAME;RAJD;DECJD;P0;DM;
# Generated 2016-11-16 using PALFA Known_Pulsars database
# Contains only sources with DM > 0 and period > 0
949;B1736-31;264.851267;-31.520916;0.529441;600.1;
950;J1739+0612;264.824858;6.207889;0.234169;101.5;
951;J1739-1313;264.990921;-13.221833;1.215698;58.2;
952;J1739-3023;264.915833;-30.386667;0.114368;170.0;
953;J1739-3049;264.84675;-30.827778;0.239317;573.2;
954;J1739-3159;264.952833;-31.996944;0.877561;337.0;
955;J1739-3951;264.909375;-39.86675;0.341772;24.6;
956;B1737+13;265.030606;13.199081;0.80305;48.67;
957;B1737-30;265.140917;-30.262083;0.606784;152.15;
958;J1740+1000;265.108125;10.00175;0.154087;23.85;
959;J1740-2540;265.188833;-25.671944;1.692656;333.0;
960;J1740-3052;265.208462;-30.867806;0.57031;740.9;
961;J1740-3327;265.107167;-33.464861;0.515001;274.1;
962;J1740-5340A;265.185788;-53.678028;0.00365;71.8;
963;B1737-39;265.325337;-39.460556;0.512211;158.5;
964;B1738-08;265.343982;-8.675506;2.043082;74.9;
965;J1741+1354;265.404167;13.911389;0.003747;24.0;
966;J1741+2758;265.472958;27.969167;1.360738;29.3;
967;J1741-2019;265.278625;-20.323333;3.904506;74.9;
968;J1741-2719;265.396083;-27.323056;0.346797;361.9;
969;J1741-2733;265.255583;-27.564167;0.892959;149.2;
970;J1741-2945;265.310292;-29.759722;0.223558;310.3;
971;J1741-3016;265.279333;-30.275278;1.893749;382.0;
972;J1742-3957;265.518458;-39.956111;1.016349;186.0;
973;J1742-4616;265.60875;-46.281528;0.412401;115.96;
974;B1740-03;265.784105;-3.653189;0.444645;30.26;
975;B1740-13;265.906759;-13.860546;0.405337;116.3;
976;B1740-31;265.902857;-31.83936;2.414576;193.05;
977;J1743-2442;265.833833;-24.715278;1.242508;239.0;
978;J1743-3153;265.814854;-31.884806;0.193105;505.7;
979;J1743-4212;265.771763;-42.200667;0.306167;131.94;
980;J1744-1134;266.122505;-11.581846;0.004075;3.14;
981;J1744-1610;266.068892;-16.176611;1.757206;66.67;
982;J1744-2335;266.201958;-23.598611;1.683507;96.66;
983;J1744-3130;266.023675;-31.501111;1.066061;192.9;
984;J1744-3922;266.011146;-39.372528;0.172444;148.1;
985;B1742-30;266.484604;-30.673194;0.367429;88.37;
986;J1745-0129;266.258583;-1.488361;1.045407;90.1;
987;J1745-0952;266.288083;-9.877686;0.019376;64.47;
988;J1745-2229;266.319625;-22.487222;1.160593;299.0;
989;J1745-2912;266.458333;-29.2;0.187379;1130.0;
990;J1746+2245;266.5035;22.758028;3.465038;52.0;
991;J1746+2540;266.528625;25.677083;1.058148;51.5;
992;J1746-2856;266.70625;-28.941944;0.945224;1168.0;
993;J1747-2802;266.860625;-28.043611;2.780079;835.0;
994;J1747-2958;266.817083;-29.968611;0.098813;101.5;
995;B1744-24A;267.009396;-24.776917;0.011563;242.15;
996;B1745-12;267.072532;-13.014468;0.394133;99.36;
997;B1745-20A;267.219538;-20.361028;0.288603;219.4;
998;J1748-2021B;267.220637;-20.360794;0.01676;220.92;
999;J1748-2021C;267.213222;-20.364947;0.006227;226.95;
1000;J1748-2021D;267.215194;-20.352059;0.013496;224.98;
1001;J1748-2021E;267.220002;-20.358161;0.016264;224.1;
1002;J1748-2021F;267.218058;-20.360925;0.003794;220.43;
1003;J1748-2444;267.202135;-24.743601;0.442838;207.33;
1004;J1748-2446C;267.018917;-24.776667;0.008436;237.0;
1005;J1748-2446D;267.020417;-24.779167;0.004714;243.83;
1006;J1748-2446E;267.020417;-24.779167;0.002198;236.84;
1007;J1748-2446F;267.020417;-24.779167;0.00554;239.18;
1008;J1748-2446G;267.020417;-24.779167;0.021672;237.57;
1009;J1748-2446H;267.020417;-24.779167;0.004926;238.13;
1010;J1748-2446I;267.020417;-24.779167;0.00957;238.73;
1011;J1748-2446J;267.020417;-24.779167;0.080338;234.35;
1012;J1748-2446K;267.020417;-24.779167;0.00297;234.81;
1013;J1748-2446L;267.020417;-24.779167;0.002245;237.74;
1014;J1748-2446M;267.020417;-24.779167;0.00357;238.65;
1015;J1748-2446N;267.020417;-24.779167;0.008667;238.47;
1016;J1748-2446O;267.020417;-24.779167;0.001677;236.38;
1017;J1748-2446P;267.020417;-24.779167;0.001729;238.79;
1018;J1748-2446Q;267.020417;-24.779167;0.002812;234.5;
1019;J1748-2446R;267.020417;-24.779167;0.005029;237.6;
1020;J1748-2446S;267.020417;-24.779167;0.006117;236.26;
1021;J1748-2446T;267.020417;-24.779167;0.007085;237.7;
1022;J1748-2446U;267.020417;-24.779167;0.003289;235.5;
1023;J1748-2446V;267.020417;-24.779167;0.002073;239.11;
1024;J1748-2446W;267.020417;-24.779167;0.004205;239.14;
1025;J1748-2446X;267.020417;-24.779167;0.002999;240.03;
1026;J1748-2446Y;267.020417;-24.779167;0.002048;239.11;
1027;J1748-2446ad;267.020417;-24.779167;0.001396;235.6;
1028;B1745-56;267.435417;-56.088611;1.33231;58.0;
1029;B1746-30;267.306221;-30.043034;0.609874;509.4;
1030;J1749-2347;267.315042;-23.788056;0.874486;344.0;
1031;J1749-2629;267.297;-26.486111;1.335388;409.0;
1032;B1747-31;267.697161;-31.962261;0.910363;206.34;
1033;J1750-2043;267.576667;-20.718889;5.639047;239.0;
1034;J1750-2438;267.749113;-24.649444;0.712794;476.0;
1035;J1750-2444;267.595667;-24.746389;0.899377;331.0;
1036;J1750-3503;267.685421;-35.052472;0.684014;189.35;
1037;J1750-3703A;267.557507;-37.053042;0.111601;233.82;
1038;J1750-3703B;267.550738;-37.056369;0.006075;234.39;
1039;J1750-3703C;267.556059;-37.05155;0.026569;230.67;
1040;J1750-3703D;267.55457;-37.051769;0.00514;230.09;
1041;B1747-46;267.925971;-46.956889;0.742352;20.4;
1042;J1751-2516;267.969292;-25.278611;0.394836;556.0;
1043;J1751-2857;267.886235;-28.962917;0.003915;42.81;
1044;J1751-3323;267.886458;-33.394167;0.548225;296.7;
1045;B1749-28;268.24454;-28.110361;0.562558;50.37;
1046;J1752+2359;268.147583;23.996722;0.409051;36.0;
1047;J1752-2410;268.244758;-24.173889;0.191037;508.3;
1048;J1752-2821;268.102292;-28.352778;0.640229;516.3;
1049;B1750-24;268.377579;-25.006998;0.528336;672.0;
1050;J1753-1914;268.396546;-19.249444;0.062955;105.3;
1051;B1753+52;268.595536;52.020071;2.391397;35.35;
1052;J1754-30;268.5;-30.183333;0.422617;98.0;
1053;J1754-3443;268.655717;-34.731639;0.361691;187.7;
1054;J1754-3510;268.727567;-35.178611;0.392704;82.3;
1055;J1755-1650;268.798533;-16.844722;0.733744;159.9;
1056;J1755-2521;268.998792;-25.3575;1.175968;252.0;
1057;J1755-25211;268.830458;-25.3525;1.004513;835.0;
1058;J1755-2534;268.957583;-25.5775;0.233541;590.0;
1059;J1755-2725;268.9245;-27.429167;0.261955;115.0;
1060;B1753-24;269.241306;-24.592864;0.67048;367.1;
1061;J1756+18;269.0;18.316667;0.744;77.0;
1062;J1756-2225;269.1065;-22.43;0.40498;326.0;
1063;J1756-2251;269.194305;-22.8665;0.028462;121.18;
1064;B1754-24;269.372234;-24.368735;0.234101;179.45;
1065;J1757-2223;269.46155;-22.396944;0.18531;239.3;
1066;J1757-5322;269.313173;-53.373996;0.00887;30.82;
1067;J1758+3030;269.607833;30.506667;0.947256;34.9;
1068;J1758-1931;269.523333;-19.528056;0.692552;207.0;
1069;J1758-2206;269.685208;-22.1125;0.430278;678.0;
1070;J1758-2540;269.633083;-25.680278;2.107263;218.2;
1071;J1758-2630;269.642792;-26.502778;1.202893;328.0;
1072;J1758-2846;269.564208;-28.767222;0.766706;66.6;
1073;B1756-22;269.850654;-22.092509;0.460974;177.16;
1074;J1759-1736;269.867333;-17.602778;0.798452;206.0;
1075;J1759-1903;269.924;-19.055278;0.731505;467.0;
1076;J1759-1940;269.987667;-19.674722;0.25472;302.7;
1077;J1759-1956;269.897583;-19.935556;2.843389;236.4;
1078;J1759-2302;269.955125;-23.035556;0.810718;889.0;
1079;J1759-2307;269.878938;-23.121389;0.558889;812.6;
1080;J1759-2549;269.896333;-25.818611;0.956549;431.0;
1081;J1759-2922;269.951025;-29.368674;0.5744;79.42;
1082;J1759-3107;269.8419;-31.122639;1.078953;128.6;
1083;B1757-23;270.0;-23.716667;1.03082;280.0;
1084;J1800-0125;270.092;-1.425167;0.783185;50.0;
1085;J1800-2114;270.05125;-21.238611;1.799272;641.0;
1086;B1757-24;270.000067;-24.857639;0.124924;289.0;
1087;B1758-03;270.344418;-3.965285;0.921491;120.37;
1088;B1758-23;270.332621;-23.078944;0.415796;1073.9;
1089;B1758-29;270.44515;-29.344048;1.081908;125.61;
1090;J1801-1417;270.462818;-14.292917;0.003625;57.21;
1091;J1801-1855;270.342917;-18.930278;2.550498;484.0;
1092;J1801-1909;270.444542;-19.16;1.108725;264.0;
1093;J1801-2115;270.385375;-21.255;0.438113;778.8;
1094;J1801-2154;270.284708;-21.908889;0.375297;387.9;
1095;J1801-3458;270.469417;-34.976944;1.385604;146.0;
1096;J1802+0128;270.614375;1.47325;0.554262;97.97;
1097;J1802-1745;270.561875;-17.754722;0.514671;264.2;
1098;J1802-2124;270.52223;-21.401;0.012648;149.6;
1099;J1802-2426;270.512917;-24.445278;0.569007;711.0;
1100;B1800-21;270.96421;-21.618709;0.133617;233.99;
1101;B1800-27;270.882053;-27.201774;0.334415;165.5;
1102;J1803-1616;270.8945;-16.275;0.536596;388.1;
1103;J1803-1857;270.996083;-18.955278;2.864338;392.0;
1104;J1803-1920;270.872667;-19.344722;0.443649;436.1;
1105;J1803-30;270.892083;-30.033889;0.007101;192.0;
1106;B1802-07;271.207898;-7.590193;0.023101;186.32;
1107;J1804-2228;271.117458;-22.471667;0.570511;424.0;
1108;J1804-2717;271.088047;-27.292001;0.009343;24.67;
1109;B1802+03;271.292311;3.108409;0.218712;80.86;
1110;J1805-0619;271.380983;-6.329278;0.454651;146.22;
1111;J1805-1504;271.275417;-15.076667;1.181269;225.0;
1112;J1805-2032;271.404542;-20.5475;0.405769;932.3;
1113;J1805-2037;271.367458;-20.621111;0.357807;708.1;
1114;J1805-2447;271.358042;-24.791667;0.661402;269.0;
1115;B1804-12;271.528297;-11.907985;0.522618;122.41;
1116;J1806+10;271.708333;10.4;0.484285;58.0;
1117;J1806-1618;271.607417;-16.310556;0.668309;319.0;
1118;J1806-1920;271.5275;-19.339722;0.879791;683.0;
1119;J1806-2125;271.581625;-21.427778;0.481789;750.4;
1120;B1804-08;271.908448;-8.795353;0.163727;112.38;
1121;B1804-27;271.785396;-27.250823;0.827776;312.98;
1122;J1807+0756;271.963479;7.945386;0.4643;89.29;
1123;J1807-2459A;271.834833;-24.997944;0.003059;134.0;
1124;J1807-2459B;271.835833;-24.9975;0.004186;134.0;
1125;B1805-20;272.026652;-20.968757;0.91841;606.8;
1126;J1808+00;272.079167;0.566667;0.425115;141.0;
1127;J1808-0813;272.039302;-8.217166;0.876044;151.27;
1128;J1808-1020;272.190142;-10.34675;0.596993;225.3;
1129;J1808-1726;272.17625;-17.440833;0.241035;536.0;
1131;J1808-2701;272.055125;-27.0225;2.457882;95.0;
1132;J1808-3249;272.018667;-32.826111;0.364912;147.37;
1133;B1806-21;272.309706;-21.150799;0.702414;381.91;
1134;J1809-0743;272.399667;-7.717056;0.313886;240.7;
1135;J1809-1429;272.439625;-14.490278;0.895285;411.3;
1136;J1809-1850;272.405042;-18.848611;1.124481;598.0;
1137;J1809-1917;272.429779;-19.293917;0.082747;197.1;
1138;J1809-1943;272.462862;-19.731092;5.540354;178.0;
1139;J1809-2004;272.316125;-20.07;0.434811;867.1;
1140;J1809-3547;272.362417;-35.788333;0.860388;193.84;
1141;B1806-53;272.685125;-53.635472;0.261049;45.0;
1142;J1810-1441;272.746508;-14.692667;0.217214;304.9;
1143;J1810-1820;272.731333;-18.344167;0.153716;452.2;
1144;J1810-2005;272.745783;-20.085639;0.032822;240.2;
1145;J1811+0702;272.835083;7.041583;0.461713;57.8;
1146;J1811-0154;272.832833;-1.908583;0.924945;148.1;
1147;J1811-1736;272.979308;-17.610472;0.104182;476.0;
1148;J1811-1835;272.873833;-18.595556;0.557464;761.0;
1150;J1811-2439;272.981375;-24.664722;0.415813;172.0;
1151;B1809-173;273.030036;-17.308187;1.205366;255.1;
1152;B1809-176;273.066221;-17.56041;0.538341;518.0;
1153;B1810+02;273.221616;2.449201;0.793903;104.14;
1154;J1812-1910;273.145375;-19.1775;0.430991;892.0;
1155;J1812-2102;273.087208;-21.043333;1.223352;547.2;
1156;J1812-2526;273.134583;-25.443889;0.315835;361.4;
1157;B1811+40;273.305338;40.227509;0.931089;41.49;
1158;J1813+1822;273.4115;18.370833;0.336425;60.8;
1159;J1813-2113;273.416125;-21.216778;0.426466;462.3;
1160;J1813-2242;273.3715;-22.701667;0.328514;333.0;
1161;J1814+1130;273.678092;11.512208;0.751261;65.0;
1162;J1814-0618;273.671917;-6.300472;1.377868;168.0;
1163;J1814-1649;273.655625;-16.824444;0.957464;782.0;
1164;J1814-1744;273.679583;-17.746667;3.975905;792.0;
1165;J1815-1738;273.811133;-17.634167;0.198436;728.0;
1166;J1815-1910;273.762833;-19.166778;1.249924;547.8;
1167;B1813-17;274.077759;-17.484085;0.782313;525.5;
1168;B1813-26;274.14751;-26.831526;0.592885;128.12;
1169;J1816-0755;274.102262;-7.922917;0.217643;116.8;
1170;J1816-1446;274.121625;-14.775;0.5945;629.0;
1171;J1816-5643;274.151933;-56.728361;0.217923;52.4;
1172;B1813-36;274.274071;-36.301111;0.387017;94.3;
1173;B1814-23;274.25;-23.183333;0.62547;240.0;
1174;J1817-0743;274.457458;-7.721917;0.438095;14.8;
1175;J1817-1511;274.400833;-15.194167;0.224604;970.0;
1176;J1817-3837;274.251125;-38.63325;0.384487;102.85;
1177;B1815-14;274.598994;-14.377098;0.291489;622.0;
1178;J1818-1116;274.610208;-11.274722;0.5448;422.0;
1179;J1818-1519;274.560833;-15.328611;0.93969;845.0;
1180;J1818-1541;274.656333;-15.695833;0.551134;690.0;
1181;J1819+1305;274.984275;13.087569;1.060364;64.9;
1182;J1819-0925;274.960592;-9.430528;0.852047;378.0;
1183;J1819-1008;274.916608;-10.141111;0.30149;404.0;
1184;J1819-1131;274.992292;-11.524722;1.388137;578.0;
1185;J1819-1318;274.931917;-13.311667;1.515696;35.1;
1186;J1819-1408;274.986667;-14.133778;1.78849;1075.0;
1187;J1819-1458;274.8875;-14.971111;4.26316;196.0;
1188;J1819-1510;274.973712;-15.172389;0.226539;421.7;
1189;B1817-13;275.082331;-13.77091;0.92146;776.7;
1190;B1817-18;275.162865;-18.300905;0.309905;436.0;
1191;B1818-04;275.2192;-4.46059;0.598076;84.44;
1192;J1820-0509;275.0947;-5.160694;0.337321;104.0;
1193;J1820-1529;275.170083;-15.497222;0.333243;772.0;
1194;J1821+1715;275.306262;17.263072;1.366682;60.47;
1195;J1821-0256;275.292958;-2.944056;0.414111;84.0;
1196;J1821-1419;275.392917;-14.323889;1.65601;1123.0;
1197;B1819-22;275.745642;-22.941836;1.874269;121.2;
1198;B1820-14;275.725178;-14.000667;0.214771;651.1;
1199;J1822+0705;275.576841;7.088617;1.362817;62.2;
1200;J1822+1120;275.560833;11.348944;1.787037;95.2;
1201;J1822-0848;275.716083;-8.816389;0.834839;186.3;
1202;J1822-0907;275.665833;-9.126667;0.9747;467.0;
1203;J1822-1252;275.67375;-12.880278;2.07104;925.0;
1204;J1822-1617;275.6525;-16.293056;0.831156;647.0;
1205;J1822-4209;275.547317;-42.15305;0.456512;72.51;
1206;B1820-11;275.917945;-11.253135;0.279829;428.59;
1207;B1820-30A;275.918684;-30.361088;0.00544;86.83;
1208;B1820-30B;275.923077;-30.361582;0.378596;86.91;
1209;B1820-31;275.944952;-31.11382;0.284054;50.24;
1210;B1821+05;275.879055;5.840086;0.752907;66.78;
1211;J1823-0154;275.967275;-1.90127;0.759777;135.87;
1212;J1823-1126;275.83275;-11.434444;1.846534;607.0;
1213;J1823-1347;275.851042;-13.798333;0.617107;1044.0;
1214;J1823-1526;275.83925;-15.439444;1.625405;611.0;
1215;J1823-1807;275.790333;-18.125833;1.636792;330.0;
1216;J1823-3021C;275.91875;-24.9975;0.4059;87.0;
1217;B1821-11;276.123079;-11.311837;0.435759;603.0;
1218;B1821-19;276.001898;-19.764366;0.189335;224.65;
1219;B1821-24;276.133371;-24.86975;0.003054;119.86;
1220;J1824-0127;276.222625;-1.464278;2.499468;58.0;
1221;J1824-1159;276.233963;-11.998167;0.362492;463.4;
1222;J1824-1423;276.239113;-14.384806;0.359394;428.3;
1223;J1824-1500;276.05875;-15.009167;0.41223;571.0;
1224;J1824-2233;276.043;-22.553056;1.161743;156.5;
1225;J1824-2328;276.119333;-23.471389;1.505875;185.0;
1226;J1824-25;276.0625;-25.6;0.223319;155.0;
1227;B1822+00;276.313852;0.072139;0.778949;56.62;
1228;B1822-09;276.377308;-9.589472;0.768984;19.38;
1229;B1822-14;276.262197;-14.781279;0.279187;357.0;
1230;B1823-11;276.522803;-11.528785;2.093136;320.58;
1231;B1823-13;276.554897;-13.579672;0.101466;231.0;
1232;J1826-14;276.5;-14.45;0.770619;159.0;
1233;J1826-1526;276.5525;-15.434167;0.382073;530.0;
1234;B1824-10;276.772831;-9.978641;0.245757;430.0;
1235;J1827-0750;276.761396;-7.838667;0.270502;381.0;
1236;J1827-0934;276.941183;-9.571222;0.512548;259.2;
1237;J1828+1359;277.222242;13.993156;0.74164;56.0;
1238;J1828-0611;277.086313;-6.197639;0.269415;363.2;
1239;J1828-1007;277.126483;-10.119472;0.153197;302.6;
1240;J1828-1057;277.138375;-10.957222;0.246328;245.0;
1241;J1828-1101;277.078538;-11.030806;0.072052;607.4;
1242;J1828-1336;277.178542;-13.6125;0.860332;494.7;
1243;J1828-2119;277.089833;-21.332222;0.514523;268.0;
1244;B1826-17;277.429738;-17.851083;0.307133;217.11;
1245;J1829+0000;277.446417;0.002361;0.199147;114.0;
1246;J1829+2456;277.394445;24.938387;0.04101;13.8;
1247;J1829-0734;277.272375;-7.572778;0.318401;316.8;
1248;B1828-11;277.698196;-10.991091;0.405043;161.5;
1249;J1830-0052;277.627917;-0.881667;0.345698;220.4;
1250;J1830-0131;277.581717;-1.530028;0.152512;95.7;
1251;J1830-1135;277.507167;-11.592222;6.221553;257.0;
1252;J1830-1414;277.501458;-14.243611;0.771493;393.6;
1253;J1831-0823;277.901392;-8.389972;0.612133;245.9;
1254;J1831-0952;277.892933;-9.867139;0.067267;247.0;
1255;J1831-1223;277.803458;-12.391944;2.857941;342.0;
1256;J1831-1329;277.983167;-13.498889;2.165679;338.0;
1257;J1831-1423;277.87125;-14.396111;0.507945;352.0;
1258;B1829-08;278.15425;-8.451011;0.647293;300.87;
1259;B1829-10;278.170278;-10.359104;0.330354;475.7;
1260;J1832+0029;278.21125;0.490833;0.533917;28.3;
1261;J1832-0644;278.177792;-6.733833;0.744295;578.0;
1262;J1832-28;278.125;-28.716667;0.1993;127.0;
1263;B1828-60;278.311667;-60.384444;1.889436;35.0;
1264;B1830-08;278.417917;-8.458679;0.085284;411.0;
1265;B1831-03;278.424644;-3.651203;0.686704;234.54;
1266;J1833-0556;278.412;-5.934722;1.521545;461.0;
1267;J1833-0559;278.281667;-5.990278;0.483459;353.0;
1268;J1833-1034;278.389875;-10.56875;0.061866;169.5;
1269;J1833-1055;278.493333;-10.925278;0.63364;543.0;
1270;B1831-00;278.5719;-0.181467;0.520954;88.65;
1271;B1831-04;278.606678;-4.437733;0.290108;79.31;
1272;J1834+10;278.6125;10.733333;1.172719;62.0;
1273;J1834-0031;278.712888;-0.526194;0.329532;155.1;
1274;J1834-0602;278.658208;-6.043056;0.487914;445.0;
1275;J1834-0633;278.621875;-6.550306;0.317315;707.0;
1276;J1834-0731;278.566667;-7.518611;0.51298;295.0;
1277;J1834-0742;278.6305;-7.705722;0.788354;552.0;
1278;J1834-1202;278.596333;-12.040667;0.610259;342.4;
1279;J1834-1710;278.722504;-17.180556;0.358306;123.8;
1280;J1834-1855;278.691417;-18.933056;1.465656;185.2;
1281;B1832-06;278.773174;-6.718433;0.30583;472.9;
1282;J1835-0349;278.803942;-3.819417;0.841865;269.6;
1283;J1835-0522;278.783833;-5.368889;1.087749;456.0;
1284;J1835-0924;278.908417;-9.4075;0.859192;471.0;
1285;J1835-0944;278.944417;-9.741389;0.145347;277.2;
1286;J1835-0946;278.936917;-9.777222;0.379536;193.3;
1287;J1835-1020;278.989796;-10.334667;0.302448;113.7;
1288;J1835-1106;278.826196;-11.104194;0.165907;132.68;
1289;J1835-1548;278.959708;-15.810556;0.670486;327.0;
1290;B1834-04;279.215793;-4.610466;0.354237;231.5;
1291;B1834-10;279.224691;-10.135653;0.562711;316.98;
1292;J1836-0517;279.105;-5.293056;0.457245;564.0;
1293;J1836-1324;279.217863;-13.409333;0.178756;157.33;
1294;B1834-06;279.311043;-6.883921;1.905809;316.1;
1295;J1837+0053;279.368542;0.886944;0.473513;124.0;
1296;J1837+1221;279.279667;12.365;1.963532;100.6;
1297;J1837-0045;279.383975;-0.752956;0.617037;86.98;
1298;J1837-0559;279.348596;-5.991194;0.201063;317.8;
1299;J1837-0604;279.431458;-6.080278;0.096294;462.0;
1300;J1837-1243;279.289208;-12.732222;1.876019;300.0;
1301;J1837-1837;279.476042;-18.618889;0.618358;100.74;
1302;J1838+1650;279.679425;16.837792;1.901967;33.9;
1303;J1838-0453;279.546625;-4.889722;0.380831;621.0;
1304;J1838-0549;279.658708;-5.82;0.235303;274.0;
1305;J1838-0624;279.71575;-6.415;0.927178;424.0;
1307;J1838-1046;279.610333;-10.7825;1.218354;208.0;
1308;J1839-01;279.75;-1.6;0.9319;307.0;
1309;J1839-0321;279.906313;-3.352917;0.238778;449.1;
1310;J1839-0402;279.96275;-4.04025;0.52094;242.0;
1311;J1839-0436;279.750267;-4.615972;0.149461;292.7;
1312;J1839-0459;279.927579;-4.999667;0.585319;243.0;
1313;J1839-0627;279.83525;-6.459444;0.484914;88.5;
1314;J1839-0643;279.790846;-6.729222;0.449548;497.9;
1315;J1839-0905;279.972742;-9.087444;0.418969;348.0;
1316;J1839-1238;279.932117;-12.644639;1.911428;169.8;
1317;B1839+56;280.185867;56.682075;1.652862;26.7;
1318;J1840+0214;280.142029;2.248528;0.797478;182.4;
1319;J1840-0559;280.096583;-5.987833;0.859368;321.7;
1320;J1840-0809;280.139017;-8.150917;0.955672;349.8;
1321;J1840-0815;280.057396;-8.252944;1.09644;233.2;
1322;J1840-0840;280.21625;-8.674722;5.309377;272.0;
1323;J1840-1122;280.100275;-11.369639;0.940962;311.0;
1324;J1840-1207;280.224092;-12.125722;0.75447;302.3;
1325;B1838-04;280.273593;-4.422121;0.186147;325.49;
1326;B1839+09;280.483166;9.202043;0.381319;49.11;
1327;J1841+0130;280.324004;1.504694;0.029773;125.88;
1328;J1841-0157;280.484196;-1.965167;0.663321;475.0;
1329;J1841-0310;280.357875;-3.1725;1.657656;216.0;
1330;J1841-0345;280.411167;-3.811833;0.204068;194.32;
1332;J1841-0524;280.4555;-5.408194;0.445749;289.0;
1333;J1841-1404;280.392917;-14.071944;1.334557;267.0;
1334;J1841-7845;280.357917;-78.754167;0.353603;41.0;
1335;B1839-04;280.610324;-3.999954;1.839944;195.98;
1336;J1842+0257;280.628875;2.966333;3.088256;148.1;
1337;J1842+0358;280.570925;3.976472;0.233326;109.9;
1338;J1842+0638;280.541675;6.6375;0.313016;212.2;
1339;J1842+1332;280.624833;13.53375;0.471604;102.5;
1340;J1842-0153;280.741125;-1.89075;1.054228;434.0;
1341;J1842-0309;280.57925;-3.162778;0.40492;955.0;
1342;J1842-0415;280.547037;-4.260611;0.526682;188.0;
1343;J1842-0612;280.679375;-6.21;0.564475;485.0;
1344;J1842-0905;280.592242;-9.090167;0.344643;343.3;
1345;J1843+2024;280.859083;20.415167;3.406539;85.3;
1346;J1843-0000;280.866508;-0.011361;0.88033;101.5;
1347;J1843-0050;280.903;-0.836111;0.782598;507.0;
1348;J1843-0137;280.802625;-1.629528;0.669872;486.0;
1349;J1843-0211;280.876367;-2.184111;2.027524;441.7;
1350;J1843-0355;280.777792;-3.932222;0.132314;797.6;
1351;J1843-0408;280.931;-4.134444;0.781934;246.0;
1352;J1843-0459;280.865179;-4.991778;0.754963;444.1;
1353;J1843-0702;280.843504;-7.0485;0.191614;228.1;
1354;J1843-0806;280.869646;-8.112472;0.536414;215.8;
1355;J1843-1113;280.921926;-11.225292;0.001846;59.96;
1356;J1843-1507;280.890029;-15.1175;0.58355;215.5;
1357;B1841-04;281.139385;-4.553448;0.991027;123.16;
1358;B1841-05;281.021285;-5.642829;0.255699;412.8;
1359;B1842+14;281.228727;14.903922;0.375463;41.51;
1360;B1842-02;281.187397;-2.744703;0.507722;429.0;
1361;J1844+00;281.045833;0.583333;0.460503;345.54;
1362;J1844-0030;281.171246;-0.507167;0.641098;605.0;
1363;J1844-0256;281.220833;-2.933333;0.272963;820.2;
1364;J1844-0310;281.1895;-3.176972;0.525049;836.1;
1365;J1844-0452;281.006417;-4.872472;0.269443;626.0;
1366;J1844-0502;281.1415;-5.033472;0.335163;318.0;
1367;B1842-04;281.394624;-4.57495;0.486751;230.8;
1368;J1845+0623;281.285792;6.399333;1.421654;113.0;
1370;J1845-0316;281.470417;-3.268056;0.207636;500.0;
1371;J1845-0545;281.410375;-5.755056;1.092348;315.9;
1372;J1845-0743;281.48825;-7.727333;0.104695;281.0;
1373;J1845-0826;281.273721;-8.444361;0.634354;228.2;
1374;J1845-1114;281.440742;-11.236389;0.20622;206.7;
1375;J1845-1351;281.297917;-13.865139;2.618918;197.4;
1376;J1846+0051;281.682588;0.860833;0.434373;140.0;
1377;J1846-02;281.5;-2.933333;4.476739;239.0;
1379;J1846-0749;281.582267;-7.822611;0.35011;388.3;
1380;J1846-7403;281.557417;-74.051111;4.878839;97.0;
1381;B1844-04;281.845158;-4.037276;0.597769;141.98;
1382;J1847-0130;281.896708;-1.512778;6.707046;667.0;
1383;J1847-0438;281.908021;-4.637583;0.957991;229.0;
1384;J1847-0443;281.966042;-4.726722;0.340832;454.9;
1385;J1847-0605;281.837796;-6.08725;0.778164;207.9;
1386;B1845-01;282.098299;-1.399508;0.659432;159.53;
1387;B1845-19;282.075144;-19.875246;4.30819;18.23;
1388;J1848+0604;282.227592;6.079667;2.218603;242.7;
1389;J1848+0647;282.233375;6.792139;0.505957;27.9;
1390;J1848+0826;282.182375;8.443306;0.328665;90.77;
1391;J1848+12;282.125;12.833333;0.75473;139.0;
1392;J1848-0023;282.157875;-0.388056;0.537624;30.6;
1393;J1848-0055;282.189583;-0.931389;0.274557;1166.0;
1394;J1848-0511;282.062542;-5.193889;1.637129;418.0;
1395;J1848-0601;282.084788;-6.018806;0.225004;496.6;
1396;J1848-1150;282.049208;-11.835889;1.312218;163.4;
1397;J1848-12;282.0;-12.783333;6.7953;88.0;
1398;J1848-1414;282.163148;-14.238163;0.29777;134.47;
1399;B1846-06;282.276815;-6.618585;1.451319;148.17;
1400;J1849+0127;282.434083;1.456389;0.542155;207.3;
1401;J1849+0409;282.264462;4.16175;0.761194;56.1;
1402;J1849+2423;282.394485;24.396104;0.275641;62.24;
1403;J1849-0040;282.292708;-0.672222;0.672481;1234.9;
1404;J1849-0317;282.491042;-3.291944;0.668408;42.9;
1405;J1849-0614;282.438154;-6.242083;0.953384;119.6;
1406;B1848+13;282.647807;13.599554;0.345582;60.15;
1407;J1850+0026;282.6881;0.440444;1.081844;201.4;
1408;J1850-0031;282.639125;-0.519167;0.734185;895.0;
1409;B1848+04;282.763745;4.303337;0.284697;115.54;
