NUM;NAME;RAJD;DECJD;P0;DM;
# Generated 2016-11-16 using PALFA Known_Pulsars database
# Contains only sources with DM > 0 and period > 0
478;J1406-5806;211.505;-58.108889;0.288349;229.0;
479;J1406-6121;211.7085;-61.35775;0.213075;542.3;
480;J1407-6048;211.994333;-60.816333;0.492344;575.2;
481;J1407-6153;211.985417;-61.899722;0.701615;645.0;
482;J1410-7404;212.530708;-74.081478;0.278729;54.24;
483;J1412-6111;213.248417;-61.191806;0.529156;311.8;
484;J1412-6145;213.032042;-61.758;0.315225;514.7;
485;B1409-62;213.380483;-63.126514;0.394946;121.98;
486;J1413-6141;213.291125;-61.686944;0.285625;677.0;
487;J1413-6222;213.272792;-62.374389;0.292408;808.1;
488;J1414-6802;213.607083;-68.049444;4.630188;153.5;
489;J1415-6621;213.880292;-66.353389;0.392479;260.17;
490;J1416-6037;214.127458;-60.633194;0.29558;289.2;
491;J1418-3921;214.709513;-39.355142;1.096806;60.49;
492;J1418-5945;214.634583;-59.75;1.672596;369.0;
493;B1417-54;215.12125;-54.273056;0.935772;129.6;
494;J1420-5625;215.012758;-56.431944;0.034117;64.56;
495;J1420-6048;215.034321;-60.804564;0.06818;360.0;
496;J1424-5556;216.053167;-55.937194;0.770375;198.7;
497;J1424-5822;216.133792;-58.382222;0.366734;323.9;
498;J1424-6438;216.246667;-64.636111;1.023504;248.0;
499;J1424-69;216.0625;-69.933333;0.333415;123.0;
500;J1425-5723;216.402333;-57.391889;0.353263;43.4;
501;J1425-5759;216.496292;-57.986167;0.707868;325.0;
502;J1425-6210;216.282083;-62.168028;0.50173;430.1;
503;J1427-4158;216.961542;-41.982306;0.586486;71.0;
504;B1424-55;217.109571;-55.513944;0.57029;82.4;
505;J1429-5935;217.357917;-59.599694;0.763915;456.7;
506;B1426-66;217.6703;-66.384733;0.785441;65.3;
507;J1434-6006;218.522083;-60.108056;0.306368;332.0;
508;J1434-6029;218.662917;-60.496944;0.963348;282.0;
509;J1435-5954;218.7515;-59.913667;0.472995;44.26;
510;J1435-6100;218.834485;-61.016099;0.009348;113.7;
511;J1437-6146;219.313792;-61.767222;0.467616;200.5;
512;J1439-5501;219.915592;-55.023228;0.028635;14.56;
513;B1436-63;220.130446;-63.746556;0.459605;124.2;
514;J1441-6137;220.434583;-61.623333;1.17584;166.0;
515;J1443-60;220.75;-60.533333;4.758565;369.0;
516;J1444-5941;221.19375;-59.688611;2.760228;177.1;
517;J1449-5846;222.355958;-58.777889;0.46333;216.6;
518;J1452-5851;223.219083;-58.853694;0.386625;262.4;
519;J1452-6036;223.216242;-60.608708;0.154991;349.7;
520;B1449-64;223.386404;-64.220997;0.179485;71.07;
521;J1453+1902;223.44049;19.036729;0.005792;14.05;
522;J1454-5846;223.54545;-58.776317;0.045249;115.95;
523;J1455-3330;223.949843;-33.512878;0.007987;13.57;
524;B1451-68;224.000658;-68.727569;0.263377;8.6;
525;B1454-51;224.417458;-51.381389;1.748301;37.0;
526;J1457-5900;224.4125;-59.014167;1.498637;175.0;
527;J1457-5902;224.382917;-59.034444;0.390739;477.2;
528;J1501-5637;225.4625;-56.63;0.782949;258.0;
529;J1502-5653;225.739121;-56.894225;0.535504;194.0;
530;J1502-5828;225.6825;-58.478333;0.668105;584.0;
531;J1502-6128;225.624333;-61.480639;0.842104;256.5;
532;J1503+2111;225.9775;21.185917;3.314002;11.75;
533;J1504-5621;226.20475;-56.358889;0.412985;143.0;
534;B1503-51;226.664583;-51.969444;0.840739;61.0;
535;B1503-66;226.95275;-66.682528;0.355655;129.8;
536;B1504-43;226.892417;-43.867556;0.286757;48.7;
537;B1508+55;227.356755;55.525648;0.739682;19.61;
538;J1509-5850;227.363042;-58.848917;0.088922;137.7;
539;J1509-6015;227.28125;-60.255167;0.339038;423.6;
540;B1507-44;227.70375;-44.368611;0.943871;84.0;
541;J1511-5414;227.963783;-54.244528;0.200384;84.76;
542;J1511-5835;227.779167;-58.591111;0.301511;332.0;
543;B1508-57;228.179275;-57.999944;0.128694;628.7;
544;J1512-5431;228.02375;-54.521944;2.040532;219.0;
545;B1509-58;228.48175;-59.135833;0.150658;252.5;
546;J1513-5739;228.495792;-57.650389;0.973458;469.7;
547;B1510-48;228.560667;-48.572083;0.454839;51.5;
548;J1514-5925;228.74625;-59.428694;0.148796;194.1;
549;J1515-5720;228.78875;-57.346944;0.286646;482.0;
550;J1517-4356;229.363917;-43.938306;0.650837;87.78;
551;B1516+02A;229.638823;2.090986;0.005554;30.08;
552;B1516+02B;229.631075;2.087631;0.007947;29.47;
553;J1518+0204C;229.641667;2.082778;0.002484;29.3;
554;J1518+0204D;229.641667;2.082778;0.002988;29.3;
555;J1518+0204E;229.641667;2.082778;0.003182;29.3;
556;J1518+4904;229.56999;49.076184;0.040935;11.61;
557;J1519-5734;229.948292;-57.570444;0.518758;664.0;
558;J1519-6106;229.899208;-61.115167;2.154307;221.0;
559;J1519-6308;229.789833;-63.13875;1.254052;250.0;
560;B1518-58;230.676125;-58.484083;0.395353;199.9;
561;J1522-5525;230.527917;-55.421528;1.389605;79.0;
562;J1524-5625;231.20775;-56.423167;0.078219;152.7;
563;J1524-5706;231.089292;-57.109722;1.116049;833.0;
564;J1525-5417;231.368125;-54.288889;1.011694;235.0;
565;J1525-5605;231.422708;-56.086944;0.280349;338.0;
566;J1526-5633;231.671667;-56.561944;0.301888;329.0;
567;B1523-55;231.920417;-55.868611;1.048705;362.7;
568;B1524-39;231.995542;-39.526389;2.417582;49.0;
569;J1528-3146;232.145643;-31.768566;0.060822;18.16;
570;J1528-4109;232.033471;-41.158;0.526556;89.5;
571;J1529-5355;232.49;-53.926667;0.891265;292.0;
572;J1529-5611;232.399167;-56.191389;0.822249;149.0;
573;J1530-5327;232.611958;-53.465639;0.278957;49.6;
574;J1531-4012;232.783542;-40.208583;0.356849;106.65;
575;J1531-5610;232.866292;-56.181944;0.084202;110.9;
576;B1530+27;233.043185;27.763721;1.124836;14.7;
577;J1532-5308;233.147917;-53.135;0.443825;181.0;
578;B1530-53;233.534875;-53.572028;1.368881;24.82;
579;B1530-539;233.639958;-54.094361;0.289689;190.82;
580;J1535-4114;233.821125;-41.234194;0.432866;66.28;
581;J1535-5450;233.99275;-54.840556;0.566734;219.8;
582;J1535-5848;233.819833;-58.807694;0.307178;107.0;
583;J1536-3602;234.072425;-36.049667;1.319759;96.0;
584;J1536-44;234.0625;-44.266667;0.46842;110.0;
585;J1536-5433;234.020083;-54.554167;0.881438;147.5;
586;B1534+12;234.291501;11.932098;0.037904;11.61;
587;J1537-49;234.375;-49.15;0.301313;65.0;
588;J1537-5153;234.315542;-51.885;1.528124;93.0;
589;J1537-5645;234.4625;-56.751111;0.430464;707.0;
590;J1538-5438;234.703958;-54.638056;0.276726;136.9;
591;J1538-5551;234.687625;-55.86025;0.104675;603.0;
592;J1538-5638;234.52375;-56.636667;0.84398;546.0;
593;J1538-5732;234.57575;-57.541472;0.341213;152.7;
594;J1538-5750;234.535042;-57.838083;0.506568;91.0;
595;B1535-56;234.808167;-56.440389;0.243392;175.88;
596;J1539-5521;234.783208;-55.353111;1.004958;380.0;
597;J1540-5736;235.245917;-57.615833;0.612916;304.5;
598;J1540-63;235.083333;-63.4;1.6308;160.0;
599;J1541-5535;235.456667;-55.583611;0.295838;428.0;
600;J1542-5034;235.689463;-50.567056;0.599245;91.0;
601;J1542-5133;235.583042;-51.559722;1.783865;186.0;
602;J1542-5303;235.727125;-53.061389;1.207568;265.7;
603;B1540-06;235.875658;-6.345903;0.709064;18.4;
604;B1541+09;235.911729;9.487917;0.748448;35.24;
605;J1543-5013;235.992708;-50.232778;0.644255;211.0;
606;J1543-5459;235.984375;-54.987139;0.377119;345.7;
607;B1541-52;236.24935;-53.14625;0.178554;35.16;
608;J1546-5302;236.530833;-53.039722;0.58084;287.0;
609;J1547-5750;236.8775;-57.8415;0.647198;148.0;
610;J1547-5839;236.895792;-58.652722;0.24219;222.3;
611;J1548-4821;237.096917;-48.363806;0.145655;126.0;
612;J1548-4927;237.081125;-49.461222;0.602738;141.2;
613;J1548-5607;237.183458;-56.126083;0.170934;315.5;
614;J1549+2113;237.420588;21.224139;1.262471;24.8;
615;J1549-4848;237.338142;-48.8104;0.288347;55.98;
616;J1549-5722;237.449583;-57.367222;0.497772;102.0;
617;J1550-5242;237.512292;-52.701944;0.749659;337.7;
618;J1550-5317;237.52;-53.289167;1.421124;600.0;
619;J1550-5418;237.725458;-54.306583;2.069833;830.0;
620;J1551-5310;237.921875;-53.183222;0.453394;493.0;
621;B1550-54;238.498333;-54.935;1.081328;210.0;
622;J1554-5512;238.66875;-55.209167;3.418039;450.0;
623;B1552-23;238.888268;-23.686075;0.532578;51.9;
624;B1552-31;238.8248;-31.57225;0.51811;73.05;
625;J1556-5358;239.214583;-53.981944;0.994681;436.0;
626;J1557-4258;239.251075;-42.970183;0.329187;144.5;
627;J1558-5419;239.672708;-54.323889;0.594575;657.0;
628;J1558-5756;239.627208;-57.940583;1.122342;127.8;
629;B1555-55;239.83875;-55.761111;0.957242;212.9;
630;B1556-44;239.923062;-44.646142;0.257056;56.1;
631;B1556-57;240.083042;-57.854083;0.194454;176.55;
632;B1557-50;240.220962;-50.739156;0.192601;260.56;
633;J1600-3053;240.216267;-30.897033;0.003598;52.33;
634;J1600-5916;240.145833;-59.283056;1.247666;177.0;
635;J1601-5244;240.36375;-52.735833;2.559357;273.0;
636;J1601-5335;240.478792;-53.595333;0.288457;194.6;
637;B1558-50;240.578333;-51.000556;0.864227;170.93;
638;J1602-4957;240.575833;-49.958889;0.81999;319.0;
639;B1600-27;240.783597;-27.224337;0.778313;46.2;
640;J1603-2531;240.770389;-25.529819;0.28307;53.76;
641;J1603-3539;240.973737;-35.665861;0.141909;77.5;
642;J1603-5657;240.881083;-56.962275;0.496077;264.07;
643;J1603-7202;240.898666;-72.042416;0.014842;38.05;
644;B1600-49;241.095829;-49.166206;0.327418;140.8;
645;J1604-4718;241.122542;-47.313306;0.527466;52.0;
646;J1604-7203;241.121571;-72.058461;0.341403;54.37;
647;B1601-52;241.317917;-52.959444;0.658013;35.1;
648;J1605-5215;241.329167;-52.263333;1.013609;532.0;
649;B1604-00;241.800431;-0.544675;0.421816;10.68;
650;J1607-5140;241.955417;-51.671111;0.342723;533.0;
651;J1609-1930;242.272292;-19.502222;1.557917;37.0;
652;J1609-4616;242.421375;-46.272917;0.249609;150.1;
653;J1609-5158;242.36125;-51.971667;1.279402;1069.0;
654;B1607-13;242.678228;-13.372864;1.018393;49.13;
655;J1610-5006;242.684583;-50.111722;0.481119;416.0;
656;J1610-5303;242.553417;-53.063611;0.786468;380.1;
657;B1607-52;242.763333;-52.156556;0.182492;127.57;
658;J1611-4811;242.76125;-48.194167;1.29685;221.0;
659;J1611-4949;242.944292;-49.832556;0.666438;556.8;
660;J1611-5847;242.963804;-58.795092;0.35455;79.9;
661;J1612-2408;243.108583;-24.134444;0.923834;49.0;
662;J1612-5136;243.0025;-51.615;0.483311;1173.0;
663;B1609-47;243.370958;-47.2405;0.382376;161.2;
664;J1613-5211;243.426917;-52.189167;0.457502;360.1;
665;J1613-5234;243.489542;-52.571389;0.655221;624.0;
666;B1610-50;243.547042;-50.800972;0.231694;582.8;
667;B1612+07;243.670444;7.625283;1.206801;21.39;
668;J1614-22;243.5;-22.5;0.0032;35.0;
669;J1614-23;243.5;-23.25;0.0335;52.0;
670;J1614-3937;243.630112;-39.624667;0.407292;152.44;
671;J1614-5144;243.690417;-51.746944;1.534008;748.0;
672;J1614-5402;243.709917;-54.046389;0.572592;300.0;
673;B1611-55;243.918458;-55.616806;0.791526;124.48;
674;B1612-29;243.970146;-29.671042;2.477568;44.79;
675;J1615-5444;243.754962;-54.742333;0.360958;312.6;
676;J1616-5109;244.12875;-51.154722;1.219594;1160.0;
677;J1616-5208;244.0975;-52.146667;1.025831;488.0;
678;J1617-4216;244.347417;-42.283056;3.428466;163.6;
679;J1617-4608;244.396271;-46.143472;0.56708;321.5;
680;J1617-5055;244.372083;-50.920333;0.069357;467.0;
681;J1618-39;244.625;-39.316667;0.011987;117.5;
682;J1618-4723;244.528333;-47.388639;0.203553;134.7;
683;J1620-5414;245.060167;-54.247694;1.15636;71.0;
684;J1621-5039;245.269625;-50.6635;1.08402;261.0;
685;J1621-5243;245.4825;-52.728889;0.371924;363.0;
686;J1622-4332;245.68945;-43.541167;0.916938;230.68;
687;J1622-4347;245.62525;-43.789278;0.457681;177.0;
688;J1622-4802;245.696625;-48.036972;0.265072;364.3;
689;J1622-4944;245.65625;-49.741667;1.072968;755.0;
690;B1620-09;245.823652;-9.147003;1.276446;68.18;
691;B1620-26;245.909257;-26.531602;0.011076;62.86;
692;B1620-42;245.951417;-42.947778;0.36459;295.0;
693;J1623-4949;245.978333;-49.817778;0.725732;183.3;
694;J1624-4411;246.089004;-44.192722;0.233164;139.4;
695;J1624-4613;246.077917;-46.217222;0.871243;224.2;
696;J1624-4721;246.228708;-47.3575;0.448723;364.0;
697;J1625-4048;246.293042;-40.805972;2.355278;145.0;
698;J1625-4904;246.325208;-49.076;0.460339;684.8;
699;J1626-4537;246.704083;-45.623778;0.370141;237.0;
700;J1626-4807;246.677083;-48.131667;0.293928;817.0;
701;J1627+1419;246.828163;14.322417;0.490857;33.8;
702;J1627-4706;246.869792;-47.113944;0.140746;456.1;
703;J1627-4845;246.793083;-48.752222;0.612331;557.8;
704;J1627-5547;246.837833;-55.797889;0.352464;166.2;
705;J1628-4804;247.111792;-48.083056;0.865971;952.0;
706;J1628-4828;247.12875;-48.478333;4.137539;1209.0;
707;J1629-6902;247.286544;-69.045915;0.006001;29.49;
708;B1626-47;247.656125;-47.551389;0.575971;498.0;
709;J1630-4719;247.510292;-47.328333;0.559071;489.6;
710;J1631-4155;247.826375;-41.917694;0.551241;235.0;
711;J1632-1013;248.225833;-10.221667;0.717637;89.9;
712;J1632-4509;248.058333;-45.1525;1.04681;412.0;
713;J1632-4621;248.207554;-46.3635;1.709154;562.9;
714;J1632-4757;248.069667;-47.959528;0.228564;578.0;
715;J1632-4818;248.165583;-48.314611;0.813453;758.0;
716;B1629-50;248.250429;-50.25225;0.352142;398.41;
717;B1630-44;248.446033;-44.8855;0.436507;474.1;
718;J1633-4805;248.2725;-48.093333;0.71083;1120.0;
719;J1634-5107;248.520458;-51.129111;0.507356;372.8;
720;B1630-59;248.787833;-59.911389;0.529121;134.9;
721;B1633+24;248.857424;24.313144;0.490507;24.32;
722;J1635-1511;248.947333;-15.197778;1.179387;54.0;
723;J1635-4513;248.980833;-45.224167;1.594746;416.0;
724;J1635-4944;248.980833;-49.743333;0.671964;474.0;
725;J1636-4803;249.133333;-48.065278;1.204644;503.0;
726;J1636-4933;249.229792;-49.552778;0.430367;542.7;
727;B1634-45;249.494625;-45.890917;0.118771;193.23;
728;J1637-4335;249.486667;-43.595;0.771367;608.0;
729;J1637-4450;249.471458;-44.840639;0.25287;470.7;
730;J1637-4642;249.307375;-46.704167;0.154027;417.0;
731;J1637-4721;249.2975;-47.350833;1.165741;448.0;
732;J1638-3815;249.655621;-38.250944;0.698261;238.0;
733;J1638-4344;249.720333;-43.734444;1.121944;237.0;
734;J1638-4417;249.692587;-44.284333;0.117802;436.0;
735;J1638-4608;249.59575;-46.136556;0.278137;424.3;
736;J1638-4725;249.553917;-47.425556;0.763933;552.1;
737;J1638-5226;249.749833;-52.449278;0.340503;170.1;
738;B1635-45;249.838337;-46.075861;0.264558;258.91;
739;J1639-4359;249.778542;-43.997778;0.587559;258.9;
740;B1636-47;250.054958;-47.259806;0.517405;591.7;
741;J1640+2224;250.06976;22.402484;0.003163;18.43;
742;J1640-4648;250.198417;-46.8125;0.178352;474.0;
743;J1640-4951;250.1815;-49.850583;0.739099;411.4;
744;B1639+36A;250.420333;36.454289;0.010378;30.36;
745;B1639+36B;250.420833;36.460278;0.003528;29.5;
746;J1641+3627C;250.420833;36.460278;0.003722;30.1;
747;J1641+3627D;250.420833;36.460278;0.003118;30.6;
748;J1641+3627E;250.420833;36.460278;0.002487;30.3;
749;J1641-2347;250.325167;-23.793333;1.091008;27.7;
750;J1643-1224;250.908983;-12.416311;0.004622;62.41;
751;J1643-4505;250.904042;-45.096111;0.237383;484.0;
752;J1643-4522;250.835;-45.366944;1.347899;482.0;
753;J1643-4550;250.806333;-45.848472;0.717508;450.8;
754;B1641-45;251.205337;-45.985972;0.45506;478.8;
755;B1642-03;251.258506;-3.299533;0.38769;35.73;
756;J1645+1012;251.393396;10.204456;0.410861;36.3;
757;B1641-68;251.728333;-68.530833;1.785611;43.0;
758;B1643-43;251.71375;-43.777222;0.231603;490.4;
759;J1646-4308;251.730417;-43.135278;0.84068;595.0;
760;J1646-5123;251.651458;-51.387389;0.530075;279.0;
762;J1648-3256;252.025292;-32.944667;0.719455;128.28;
763;J1648-4458;252.054167;-44.973889;0.629632;925.0;
764;J1648-4611;252.09175;-46.187778;0.16495;392.9;
765;J1649+2533;252.434292;25.551944;1.015257;35.5;
766;J1649-3805;252.450925;-38.09975;0.262026;213.8;
767;J1649-4349;252.335083;-43.822833;0.870712;398.6;
768;J1649-4653;252.352083;-46.885833;0.557019;332.0;
769;J1649-4729;252.326125;-47.498056;0.297692;540.2;
770;J1649-5553;252.379583;-55.894444;0.613571;180.4;
771;J1650-1654;252.613353;-16.911142;1.749552;43.25;
772;J1650-4126;252.554892;-41.442722;0.308918;251.5;
773;J1650-4341;252.686167;-43.691889;0.309398;673.0;
774;J1650-4502;252.634583;-45.043694;0.38087;319.7;
775;J1650-4921;252.64625;-49.351078;0.156399;229.9;
776;B1647-52;252.929042;-52.382833;0.635056;179.1;
777;B1647-528;252.921667;-52.93;0.890534;164.0;
778;B1648-17;252.882303;-17.156141;0.973394;33.46;
779;B1648-42;252.953292;-42.769722;0.844081;482.0;
780;J1651-4519;252.988333;-45.319722;0.517443;562.0;
781;J1651-7642;252.782792;-76.710972;1.755311;80.0;
782;B1649-23;253.243873;-24.06413;1.703739;68.41;
783;J1652+2651;253.012792;26.861222;0.915803;40.8;
784;J1652-1400;253.069487;-14.007611;0.305447;49.5;
785;B1650-38;253.415825;-38.639111;0.305037;207.2;
786;J1653-4030;253.392625;-40.500389;1.019372;425.0;
787;J1653-4249;253.417583;-42.817583;0.612558;416.1;
788;J1653-4315;253.37375;-43.250278;0.41928;337.0;
789;J1653-4854;253.48625;-48.914167;3.05951;354.0;
790;J1654-2713;253.598448;-27.217102;0.791822;92.31;
791;J1654-3710;253.685108;-37.182528;0.939165;302.0;
792;J1654-4140;253.597917;-41.673333;1.273945;307.0;
793;J1655-3048;253.852208;-30.811667;0.542936;154.3;
794;J1656-3621;254.137312;-36.366583;0.730134;229.0;
795;J1657-4432;254.403042;-44.538889;0.609607;375.3;
796;J1658-4306;254.569167;-43.113889;1.166449;845.0;
797;J1658-4958;254.728833;-49.982889;0.416874;193.4;
798;B1657-13;254.971198;-13.08583;0.640958;60.37;
799;J1659-4316;254.984917;-43.268333;0.474381;640.9;
800;J1659-4439;254.914333;-44.650278;0.353293;535.0;
801;J1700-3312;255.220755;-33.212917;1.358307;166.97;
802;J1700-3611;255.2055;-36.198056;1.494091;232.7;
803;J1700-3919;255.092792;-39.316672;0.560504;354.3;
804;J1700-4012;255.160625;-40.210722;0.283792;385.0;
805;J1700-4939;255.094;-49.654167;0.578363;278.0;
806;B1657-45;255.371475;-45.563528;0.322909;526.0;
807;B1658-37;255.32725;-37.440278;2.454609;303.4;
808;J1701-3006A;255.302136;-30.108369;0.005242;115.03;
809;J1701-3006B;255.302793;-30.113622;0.003594;113.44;
810;J1701-3006C;255.303613;-30.116511;0.003806;114.56;
811;J1701-3006D;255.3;-30.1;0.003418;115.0;
812;J1701-3006E;255.3;-30.1;0.003234;115.0;
813;J1701-3006F;255.3;-30.1;0.002295;115.0;
814;J1701-3130;255.431304;-31.510194;0.291341;130.73;
815;J1702-3932;255.559833;-39.544444;0.390328;530.0;
816;J1702-4128;255.718833;-41.480056;0.182136;367.1;
817;J1702-4217;255.651833;-42.283667;0.227565;629.0;
818;J1702-4310;255.61225;-43.177778;0.240524;377.0;
819;J1702-4428;255.719167;-44.4675;2.123506;395.0;
820;B1700-18;255.962867;-18.771052;0.804341;49.55;
821;B1700-32;255.84392;-32.696676;1.211785;110.31;
822;J1703-4442;255.835792;-44.711667;1.747293;280.2;
823;J1703-4851;255.976667;-48.8655;1.396401;150.29;
824;B1659-60;256.061667;-60.281667;0.306323;54.0;
825;B1702-19;256.400416;-19.110735;0.298987;22.91;
826;J1705-3423;256.426571;-34.395782;0.255426;146.36;
827;J1705-3936;256.404583;-39.608056;0.854482;598.0;
828;J1705-3950;256.374333;-39.849722;0.318941;207.1;
829;J1705-4108;256.335;-41.145556;0.861067;1077.0;
830;J1706-3839;256.58875;-38.664167;0.586287;626.0;
831;J1706-4310;256.518792;-43.1725;0.616979;656.1;
832;J1706-61;256.666667;-61.183333;0.361922;78.0;
833;B1703-40;256.840533;-40.898917;0.581017;360.0;
834;J1707-4341;256.917125;-43.686667;0.890594;398.2;
835;J1707-4729;256.814779;-47.492917;0.266474;268.3;
836;B1701-75;257.010417;-75.656389;1.191024;37.0;
837;J1708-3426;257.240785;-34.445594;0.692113;190.7;
838;J1708-3827;257.06875;-38.46;1.225782;788.0;
840;J1708-4522;257.053833;-45.380833;1.297837;454.0;
841;B1706-16;257.360172;-16.682703;0.653054;24.87;
842;B1706-44;257.428033;-44.485622;0.102459;75.69;
843;J1709+2313;257.274133;23.224403;0.004631;25.35;
844;J1709-3626;257.438125;-36.434333;0.447857;393.6;
845;J1709-3841;257.316625;-38.688056;0.586986;356.0;
846;J1709-4342;257.37875;-43.703889;1.735898;281.0;
847;J1710-4148;257.598958;-41.805278;0.286561;461.0;
848;B1707-53;257.971333;-53.837778;0.899218;106.1;
849;B1709-15;257.979416;-15.161041;0.868804;59.88;
850;J1711-3826;257.935208;-38.437222;0.465365;376.0;
851;J1711-4322;257.794004;-43.381417;0.102618;191.5;
852;J1712-2715;258.048792;-27.264722;0.25536;92.64;
853;J1712-3943-1;258.145833;-39.716667;0.778149;525.0;
854;J1712-3943-2;258.145833;-39.716667;0.092528;713.0;
855;J1713+0747;258.456377;7.793757;0.00457;15.99;
856;J1713-3844;258.259583;-38.741389;1.600114;544.0;
857;J1713-3949;258.366667;-39.816667;0.392451;342.0;
858;J1714-1054;258.667175;-10.903028;0.696279;51.0;
859;J1715-3700;258.790208;-37.001111;0.779628;449.0;
860;J1715-3859;258.907875;-38.990306;0.928108;817.0;
861;J1715-3903;258.809583;-39.050556;0.278481;313.1;
862;J1715-4034;258.920792;-40.572778;2.072153;254.0;
863;J1715-4254;258.793917;-42.915;0.573745;407.0;
864;J1716-3720;259.047333;-37.345556;0.630314;682.7;
865;B1713-40;259.3375;-40.910556;0.88771;308.5;
866;B1714-34;259.334352;-34.416546;0.656299;587.7;
867;J1717-3737;259.3165;-37.626667;0.682419;525.8;
868;J1717-3847;259.326667;-38.784167;1.149499;707.0;
869;J1717-3953;259.356458;-39.898611;1.085521;466.0;
870;J1717-4043;259.449625;-40.730556;0.397857;452.6;
871;J1717-40433;259.258333;-40.725278;0.349929;539.0;
872;J1717-5800;259.398542;-58.0015;0.321793;125.22;
873;J1718-3714;259.577458;-37.237778;1.289379;833.0;
874;J1718-3718;259.541667;-37.314722;3.378207;373.0;
875;J1718-3825;259.556521;-38.421683;0.07467;247.4;
876;J1718-4539;259.549583;-45.654417;0.590473;254.0;
877;B1715-40;259.757175;-40.116528;0.189094;386.6;
878;J1719-4302;259.953208;-43.0365;0.235475;297.7;
879;B1717-16;260.105026;-16.559368;1.565601;44.83;
880;B1717-29;260.142156;-29.554511;0.620448;42.64;
881;B1718-02;260.238621;-2.206639;0.477715;66.98;
882;J1720+2150;260.005417;21.836889;1.615664;41.1;
883;J1720-3659;260.008233;-36.985139;0.351125;381.6;
884;B1718-19;260.256168;-19.614046;1.004037;75.7;
885;B1718-35;260.386578;-35.547114;0.280424;496.0;
886;J1721-1939;260.444208;-19.663611;0.40404;103.0;
887;J1721-2457;260.2729;-24.951694;0.003497;47.76;
888;B1718-32;260.512313;-32.129258;0.477158;126.06;
889;B1718-36;260.540904;-36.548139;0.399183;416.2;
890;B1719-37;260.746542;-37.201028;0.236173;99.5;
891;J1722-4400;260.693821;-44.009222;0.218554;219.3;
892;J1723-3659;260.781583;-36.987194;0.202722;254.2;
893;J1724-3149;261.186958;-31.817778;0.948237;409.0;
894;J1724-3505;261.199542;-35.093333;1.221708;875.0;
895;J1724-4500;261.1075;-45.004167;1.309109;182.0;
896;J1725-0732;261.301171;-7.549778;0.239919;58.91;
897;J1725-2852;261.29125;-28.872778;1.257788;161.0;
898;J1725-3546;261.425833;-35.771111;1.032471;744.0;
899;J1725-3848;261.250417;-38.81;2.062386;230.0;
900;J1725-4043;261.422583;-40.719722;1.465071;203.0;
901;J1726-3530;261.531292;-35.499444;1.110132;727.0;
902;J1726-3635;261.706708;-36.596;0.287432;539.2;
903;J1726-4006;261.639042;-40.100556;0.882778;277.0;
904;J1727-2739;261.879125;-27.650139;1.2931;147.0;
905;B1726-00;262.14508;-0.129168;0.386004;41.09;
906;J1728-3733;262.192708;-37.552222;0.615538;281.5;
907;J1728-4028;262.115333;-40.469444;0.866343;231.0;
908;B1727-33;262.635663;-33.844286;0.13946;259.0;
909;J1730-2304;262.590201;-23.075389;0.008123;9.61;
910;J1730-2900;262.5345;-29.012778;1.538427;289.0;
911;J1730-3353;262.731583;-33.893889;3.270242;256.0;
912;B1727-47;262.925429;-47.742933;0.829829;123.33;
913;J1731-3123;262.752208;-31.395278;0.753048;354.0;
914;B1729-41;263.208333;-41.48;0.627981;195.3;
915;J1732-1930;263.08344;-19.502382;0.48377;72.43;
916;J1732-3426;263.029917;-34.434722;0.332887;513.5;
917;J1732-3729;263.086708;-37.484722;2.184001;317.0;
918;J1732-4156;263.203583;-41.941556;0.323434;228.7;
919;J1732-5049;263.19903;-50.816697;0.005313;56.84;
920;B1730-22;263.360157;-22.477009;0.871683;41.14;
921;B1730-37;263.361475;-37.281833;0.337586;153.5;
922;J1733-2533;263.35775;-25.553056;0.659794;242.0;
923;J1733-2837;263.39125;-28.625833;0.768185;225.0;
924;J1733-3030;263.495375;-30.513611;0.362052;636.0;
925;J1733-3322;263.480042;-33.3675;1.245915;524.0;
926;J1733-4005;263.494333;-40.094361;0.561778;317.8;
927;B1732-02;263.690254;-2.210854;0.839394;65.05;
928;J1734-2415;263.673333;-24.255556;0.612524;126.3;
929;J1734-3333;263.610833;-33.556111;1.169008;578.0;
930;B1732-07;263.770715;-7.414581;0.419335;73.51;
931;J1735-3258;263.987083;-32.971944;0.350963;754.0;
932;J1736+05;264.225;5.8;0.999245;42.0;
933;J1736-2457;264.189333;-24.963889;2.642223;170.0;
934;J1736-2819;264.103042;-28.328333;1.592419;261.0;
935;J1736-2843;264.177458;-28.730833;6.445036;331.0;
936;J1736-3511;264.01125;-35.198889;0.502803;106.0;
937;B1734-35;264.416829;-35.928833;0.397585;89.41;
938;J1737-3102;264.390542;-31.033472;0.768672;280.0;
939;J1737-3137;264.267875;-31.6225;0.450432;488.2;
940;J1737-3320;264.293792;-33.338889;0.816273;804.0;
941;B1735-32;264.725772;-32.198235;0.768499;49.59;
942;J1738+0333;264.724847;3.553011;0.00585;33.78;
943;J1738-2330;264.536667;-23.513056;1.978847;99.3;
944;J1738-2647;264.520958;-26.796111;0.349591;182.2;
945;J1738-2955;264.717667;-29.930833;0.443398;223.4;
946;J1738-3107;264.6975;-31.128889;0.549498;735.0;
947;J1738-3316;264.643542;-33.267111;0.730373;273.0;
948;B1736-29;264.892825;-29.050967;0.322882;138.56;
